"Building consents by territorial authority (Monthly)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","New Zealand","","","Far North District","","","Whangarei District","","","Kaipara District","","","Thames-Coromandel District","","","Hauraki District","","","Waikato District","","","Matamata-Piako District","","","Hamilton City","","","Waipa District","","","Otorohanga District","","","South Waikato District","","","Waitomo District","","","Taupo District","","","Western Bay of Plenty District","","","Tauranga City","","","Rotorua District","","","Whakatane District","","","Kawerau District","","","Opotiki District","","","Gisborne District","","","Wairoa District","","","Hastings District","","","Napier City","","","Central Hawke's Bay District","","","New Plymouth District","","","Stratford District","","","South Taranaki District","","","Ruapehu District","","","Whanganui District","","","Rangitikei District","","","Manawatu District","","","Palmerston North City","","","Tararua District","","","Horowhenua District","","","Kapiti Coast District","","","Porirua City","","","Upper Hutt City","","","Lower Hutt City","","","Wellington City","","","Masterton District","","","Carterton District","","","South Wairarapa District","","","Tasman District","","","Nelson City","","","Marlborough District","","","Kaikoura District","","","Buller District","","","Grey District","","","Westland District","","","Hurunui District","","","Waimakariri District","","","Christchurch City","","","Selwyn District","","","Ashburton District","","","Timaru District","","","Mackenzie District","","","Waimate District","","","Chatham Islands Territory","","","Waitaki District","","","Central Otago District","","","Queenstown-Lakes District","","","Dunedin City","","","Clutha District","","","Southland District","","","Gore District","","","Invercargill City","","","Auckland","","","Area Outside Territorial Authority","",""
"2015M10",2349,1732,617,18,14,4,49,45,4,16,16,0,20,20,0,6,6,0,51,51,0,13,13,0,90,67,23,49,45,4,5,5,0,7,7,0,0,0,0,17,17,0,39,30,9,155,141,14,8,8,0,3,2,1,0,0,0,2,2,0,9,5,4,0,0,0,14,14,0,19,17,2,2,2,0,69,24,45,0,0,0,4,4,0,1,1,0,9,7,2,1,1,0,10,10,0,25,24,1,3,3,0,9,7,2,18,16,2,11,9,2,4,4,0,11,10,1,69,20,49,4,4,0,2,2,0,7,5,2,23,23,0,10,9,1,13,13,0,0,0,0,0,0,0,3,3,0,3,3,0,8,8,0,69,45,24,259,180,79,116,116,0,13,13,0,17,17,0,6,6,0,1,1,0,1,1,0,1,1,0,19,18,1,96,75,21,19,18,1,1,1,0,8,8,0,3,3,0,6,6,0,805,486,319,0,0,0
"2015M11",2831,1864,967,25,22,3,51,49,2,14,14,0,31,26,5,7,7,0,57,54,3,15,14,1,100,81,19,45,41,4,4,4,0,6,6,0,2,2,0,17,17,0,35,28,7,176,139,37,9,9,0,7,7,0,0,0,0,0,0,0,9,6,3,0,0,0,20,18,2,13,13,0,1,1,0,30,25,5,1,1,0,10,3,7,0,0,0,7,7,0,2,2,0,9,9,0,19,19,0,2,2,0,9,5,4,22,14,8,20,19,1,18,18,0,105,14,91,148,20,128,4,4,0,6,6,0,5,5,0,30,30,0,15,13,2,15,14,1,0,0,0,1,1,0,1,1,0,1,1,0,8,8,0,53,35,18,337,182,155,135,135,0,19,19,0,16,16,0,4,4,0,0,0,0,0,0,0,6,6,0,16,16,0,88,76,12,28,22,6,9,8,1,9,9,0,6,4,2,7,7,0,966,526,440,0,0,0
"2015M12",2538,1661,877,19,19,0,41,38,3,19,19,0,16,14,2,8,8,0,64,61,3,16,15,1,142,80,62,50,46,4,4,4,0,4,4,0,3,3,0,26,20,6,39,38,1,123,102,21,4,4,0,8,8,0,0,0,0,2,2,0,1,1,0,0,0,0,20,19,1,9,9,0,4,4,0,26,26,0,0,0,0,8,5,3,3,3,0,6,5,1,3,3,0,11,11,0,23,22,1,5,5,0,16,16,0,17,17,0,16,15,1,5,4,1,17,14,3,41,24,17,3,3,0,2,2,0,5,5,0,27,27,0,10,9,1,12,12,0,2,1,1,2,2,0,3,3,0,4,4,0,6,6,0,44,37,7,358,173,185,108,104,4,13,11,2,20,20,0,8,6,2,5,5,0,0,0,0,5,5,0,17,17,0,62,53,9,37,24,13,2,2,0,4,4,0,2,2,0,11,11,0,947,425,522,0,0,0
"2016M01",1695,1286,409,14,12,2,44,43,1,12,12,0,17,17,0,4,4,0,77,77,0,15,15,0,102,59,43,26,24,2,0,0,0,4,4,0,0,0,0,15,14,1,31,28,3,146,101,45,8,7,1,8,8,0,0,0,0,2,2,0,4,4,0,1,1,0,24,18,6,11,11,0,4,4,0,19,19,0,1,1,0,2,2,0,2,2,0,4,4,0,0,0,0,7,7,0,12,12,0,2,1,1,16,16,0,6,6,0,11,10,1,9,8,1,6,4,2,58,14,44,4,4,0,1,1,0,1,1,0,29,24,5,18,18,0,8,8,0,0,0,0,1,1,0,1,1,0,2,1,1,4,4,0,37,26,11,153,111,42,64,62,2,14,11,3,11,11,0,3,2,1,2,2,0,0,0,0,13,0,13,12,9,3,65,52,13,12,10,2,1,1,0,4,4,0,0,0,0,5,5,0,506,346,160,0,0,0
"2016M02",2379,1712,667,14,14,0,44,43,1,22,21,1,21,19,2,8,8,0,82,82,0,15,14,1,91,42,49,33,32,1,1,1,0,3,3,0,0,0,0,20,20,0,41,38,3,141,114,27,8,8,0,5,5,0,0,0,0,5,1,4,5,2,3,0,0,0,18,17,1,11,11,0,1,1,0,47,46,1,4,4,0,4,4,0,1,1,0,7,5,2,2,2,0,14,14,0,16,16,0,0,0,0,9,4,5,12,12,0,25,21,4,9,8,1,12,11,1,39,27,12,10,10,0,3,3,0,3,2,1,42,27,15,13,13,0,14,13,1,1,1,0,3,2,1,3,3,0,2,2,0,7,7,0,73,32,41,264,176,88,125,114,11,31,9,22,12,11,1,6,6,0,3,3,0,0,0,0,11,11,0,19,19,0,90,75,15,50,38,12,5,5,0,3,3,0,0,0,0,9,9,0,787,447,340,0,0,0
"2016M03",2315,1815,500,27,25,2,52,52,0,15,15,0,25,25,0,12,10,2,73,73,0,20,19,1,78,54,24,45,37,8,2,2,0,3,3,0,0,0,0,17,16,1,49,47,2,110,110,0,14,14,0,7,7,0,0,0,0,2,2,0,10,5,5,0,0,0,20,20,0,18,17,1,0,0,0,33,32,1,1,1,0,4,4,0,2,2,0,4,4,0,3,2,1,12,12,0,19,19,0,4,4,0,9,9,0,18,16,2,23,19,4,8,8,0,15,14,1,32,21,11,1,0,1,5,5,0,5,5,0,24,24,0,14,14,0,20,20,0,3,3,0,3,3,0,5,5,0,1,1,0,3,2,1,60,46,14,311,189,122,107,102,5,14,9,5,12,11,1,5,4,1,1,1,0,0,0,0,8,8,0,30,20,10,59,55,4,33,33,0,0,0,0,4,4,0,2,2,0,11,11,0,788,518,270,0,0,0
"2016M04",2361,1742,619,24,24,0,56,55,1,23,23,0,18,17,1,10,10,0,66,66,0,14,14,0,77,44,33,45,30,15,3,3,0,8,5,3,0,0,0,18,18,0,47,42,5,114,92,22,9,8,1,6,6,0,0,0,0,2,2,0,3,3,0,0,0,0,23,22,1,20,20,0,0,0,0,28,23,5,2,2,0,4,4,0,0,0,0,13,3,10,0,0,0,13,12,1,18,18,0,1,1,0,18,18,0,18,11,7,27,22,5,22,8,14,24,14,10,28,23,5,4,3,1,3,3,0,6,6,0,37,36,1,11,11,0,14,9,5,0,0,0,2,2,0,1,0,1,2,2,0,5,5,0,57,38,19,399,199,200,104,93,11,18,16,2,58,18,40,10,9,1,1,1,0,0,0,0,9,7,2,21,21,0,59,42,17,19,17,2,2,2,0,5,4,1,1,1,0,12,7,5,699,527,172,0,0,0
"2016M05",2520,1956,564,17,17,0,80,43,37,17,17,0,20,20,0,15,13,2,75,74,1,23,20,3,95,48,47,58,49,9,3,3,0,4,4,0,1,1,0,23,21,2,70,55,15,148,128,20,13,12,1,10,9,1,0,0,0,1,1,0,11,8,3,1,1,0,15,15,0,12,9,3,4,4,0,30,30,0,1,1,0,4,4,0,3,3,0,8,5,3,2,2,0,11,11,0,36,36,0,1,1,0,9,9,0,24,24,0,24,22,2,26,26,0,17,15,2,31,24,7,7,6,1,4,2,2,5,5,0,21,21,0,17,17,0,13,13,0,1,1,0,2,2,0,2,2,0,5,5,0,10,10,0,53,43,10,378,200,178,120,104,16,21,21,0,17,14,3,13,12,1,3,3,0,0,0,0,5,5,0,28,24,4,66,61,5,35,29,6,2,2,0,5,4,1,1,0,1,11,10,1,732,555,177,0,0,0
"2016M06",2752,1863,889,22,21,1,46,40,6,21,18,3,49,30,19,10,10,0,69,68,1,19,18,1,97,74,23,59,50,9,0,0,0,4,4,0,0,0,0,28,28,0,69,43,26,162,134,28,7,7,0,5,5,0,1,1,0,2,2,0,3,3,0,0,0,0,19,19,0,21,13,8,3,3,0,30,25,5,0,0,0,5,5,0,1,1,0,5,4,1,4,4,0,18,18,0,10,10,0,0,0,0,27,21,6,18,17,1,16,14,2,28,11,17,147,7,140,51,22,29,4,4,0,6,4,2,5,4,1,39,37,2,18,17,1,22,21,1,2,2,0,2,2,0,1,1,0,3,3,0,10,9,1,60,42,18,240,179,61,111,107,4,14,14,0,22,20,2,7,7,0,0,0,0,0,0,0,3,3,0,28,28,0,90,69,21,37,31,6,4,4,0,6,6,0,2,2,0,19,8,11,921,489,432,0,0,0
"2016M07",2811,1761,1050,25,25,0,48,44,4,22,21,1,23,20,3,14,14,0,70,70,0,16,15,1,114,70,44,45,41,4,1,1,0,9,9,0,0,0,0,19,18,1,57,52,5,150,96,54,5,5,0,7,7,0,0,0,0,2,2,0,4,3,1,0,0,0,20,19,1,21,19,2,4,4,0,46,45,1,6,6,0,4,4,0,2,2,0,9,7,2,2,2,0,13,13,0,24,21,3,1,1,0,17,16,1,20,15,5,22,22,0,12,12,0,17,16,1,27,22,5,10,10,0,13,9,4,5,5,0,28,25,3,10,10,0,33,31,2,2,2,0,1,1,0,2,1,1,2,2,0,4,4,0,164,29,135,235,141,94,97,84,13,10,10,0,24,24,0,5,4,1,1,0,1,0,0,0,4,4,0,27,25,2,93,78,15,42,39,3,3,3,0,5,4,1,1,1,0,5,4,1,1087,452,635,0,0,0
